index,id,water,uv,area,fertilizer_usage,yield,pesticides,region,categories,a,b,c,d,yieldperhectare
617,353,4.764,64.363,8.835,3,53.273,7.871,2,b,0,1,0,0,6.03
618,361,5.073,77.329,8.877,3,76.032,2.817,2,d,0,0,0,1,8.57
619,624,5.648,81.948,8.877,1,36.733,1.988,5,"c,d,b,a",1,1,1,1,4.14
620,330,9.765,64.058,8.884,3,68.832,4.704,6,"d,b,c",0,1,1,1,7.75
621,41,4.63,81.321,8.887,2,56.546,4.783,6,"c,a,d,b",1,1,1,1,6.36
622,311,6.497,70.258,8.89,5,123.868,3.822,4,"a,b",1,1,0,0,13.93
623,525,10.836,88.44,8.894,3,94.181,5.287,1,"d,b",0,1,0,1,10.59
624,107,3.516,83.826,8.897,4,90.445,2.311,2,"b,a,c",1,1,1,0,10.17
625,472,1.598,55.655,8.9,2,31.143,0.775,6,"b,c",0,1,1,0,3.5
626,583,7.696,90.703,8.903,1,50.247,1.941,1,"b,c",0,1,1,0,5.64
627,79,7.485,73.492,8.908,2,47.85,2.919,6,"b,d,c",0,1,1,1,5.37
628,922,1.508,80.389,8.91,2,67.547,5.631,3,c,0,0,1,0,7.58
629,835,8.9,71.592,8.912,1,81.532,3.393,1,"a,c,b",1,1,1,0,9.15
630,484,6.436,63.881,8.915,5,111.891,4.505,1,"d,a,b",1,1,0,1,12.55
631,267,8.468,76.128,8.921,4,99.336,5.991,2,"d,b",0,1,0,1,11.14
632,610,5.299,82.207,8.923,2,43.412,1.862,6,"b,c,d",0,1,1,1,4.87
633,728,8.824,84.948,8.932,2,71.477,4.392,3,b,0,1,0,0,8
634,29,4.854,81.351,8.945,3,73.003,1.075,2,"c,d,a",1,0,1,1,8.16
635,495,3.929,65.443,8.945,4,92.784,2.208,4,"d,b,a",1,1,0,1,10.37
636,321,5.52,73.79,8.946,0,36.103,0.804,3,d,0,0,0,1,4.04
637,970,9.721,71.279,8.951,1,34.892,1.009,6,c,0,0,1,0,3.9
638,862,11.591,78.335,8.974,3,97.13,3.04,3,"d,c",0,0,1,1,10.82
639,370,3.102,71.453,8.977,3,66.421,1.336,3,"b,d",0,1,0,1,7.4
640,194,12.22354593,65.203,8.992,1,72.087,4.234,6,a,1,0,0,0,8.02
641,832,4.575,69.758,8.998,1,35.795,1.746,5,"c,a",1,0,1,0,3.98
642,759,4.921,93.947,9.006,1,21.547,0.34,6,"c,b,a,d",1,1,1,1,2.39
643,998,9.158,79.257,9.011,2,80.399,5.968,1,"d,c,b,a",1,1,1,1,8.92
644,184,3.429,70.942,9.029,0,61.571,3.414,2,c,0,0,1,0,6.82
645,608,10.081,74.374,9.029,4,69.625,2.763,6,"b,a",1,1,0,0,7.71
646,540,6.372,72.873,9.036,0,33.832,5.085,6,c,0,0,1,0,3.74
647,407,4.46,57.234,9.037,0,35.184,4.901,5,"b,c,d,a",1,1,1,1,3.89
648,572,4.35,74.179,9.049,3,80.867,2.04,2,"b,a",1,1,0,0,8.94
649,299,2.565,64.719,9.057,1,50.347,6.524,4,"a,d,b,c",1,1,1,1,5.56
650,753,8.404,72.415,9.07,3,67.319,1.14,3,"b,a",1,1,0,0,7.42
651,476,7.044,73.319,9.081,0,23.009,7.197,0,"c,a,d",1,0,1,1,2.53
652,345,3.015,60.077,9.081,1,65.895,4.401,2,"c,a,d,b",1,1,1,1,7.26
653,985,5.388,65.295,9.089,5,124.617,3.622,4,"c,d,b,a",1,1,1,1,13.71
654,265,10.574,73.95748788,9.098,1,43.753,9.286,3,"d,a,c,b",1,1,1,1,4.81
655,45,12.22354593,82.678,9.107,2,68.502,0.239,0,"d,b",0,1,0,1,7.52
656,801,6.077,67.117,9.108,1,63.721,3.094,2,c,0,0,1,0,7
657,223,8.309,72.646,9.109,1,56.3,2.339,4,c,0,0,1,0,6.18
658,664,10.646,60.096,9.135,1,86.761,1.328,4,d,0,0,0,1,9.5
659,139,4.021,91.596,9.147,1,61.08,4.602,2,"a,b",1,1,0,0,6.68
660,218,2.47,85.029,9.148,1,36.176,2.274,6,"b,d,a",1,1,0,1,3.95
661,682,7.807,77.101,9.151,3,81.269,0.413,3,c,0,0,1,0,8.88
662,5,2.19,51.727,9.152,0,35.488,1.788,3,b,0,1,0,0,3.88
663,552,0.154,73.853,9.182,2,58.541,6.61,2,c,0,0,1,0,6.38
664,251,2.924,65.876,9.194,0,30.514,1.964,5,c,0,0,1,0,3.32
665,258,6.666,73.315,9.194,4,70.3,5.495,6,"d,c,a",1,0,1,1,7.65
666,986,6.917,57.437,9.196,0,67.819,3.705,1,d,0,0,0,1,7.37
667,124,6.804,73.982,9.203,3,90.422,6.245,4,"c,b,a",1,1,1,0,9.83
668,229,7.085,86.275,9.208,0,52.057,4.279,2,"b,c,a",1,1,1,0,5.65
669,749,2.96,63.967,9.209,0,43.287,4.877,2,"b,c,a",1,1,1,0,4.7
670,498,8.356,66.114,9.218,2,63.537,4.412,5,"d,b,c,a",1,1,1,1,6.89
671,660,6.435,73.481,9.221,1,56.579,3.188,2,c,0,0,1,0,6.14
672,947,7.79,68.066,9.254,1,42.932,7.353,1,"c,a,d",1,0,1,1,4.64
673,377,5.981,76.375,9.254,1,73.22,4.249,1,"c,a,d",1,0,1,1,7.91
674,191,3.891,69.953,9.264,0,23.519,1.45,3,"b,c",0,1,1,0,2.54
675,931,8.614,76.94,9.267,3,93.898,5.572,3,"c,b",0,1,1,0,10.13
676,675,8.26,70.157,9.271,4,118.92,4.007,3,"d,b,c,a",1,1,1,1,12.83
677,645,4.014,73.95748788,9.275,4,62.577,6.067,5,"d,b,c,a",1,1,1,1,6.75
678,711,5.451,73.319,9.291,0,50.539,2.012,2,d,0,0,0,1,5.44
679,350,7.378,77.629,9.309,1,54.844,6.153,1,"c,a,b",1,1,1,0,5.89
680,358,5.709,68.354,9.327,0,73.35,4.406,3,"c,b",0,1,1,0,7.86
681,576,8.513,78.914,9.344,3,59.308,3.414,6,"b,c",0,1,1,0,6.35
682,713,12.22354593,79.849,9.349,3,76.062,2.464,1,c,0,0,1,0,8.14
683,635,5.155,89.933,9.35,0,64.134,3.564,2,b,0,1,0,0,6.86
684,971,8.222,88.666,9.351,3,62.678,1.693,6,"d,c,a",1,0,1,1,6.7
685,482,6.912,80.251,9.355,0,46.36,2.055,3,c,0,0,1,0,4.96
686,281,8.189,88.427,9.366,1,49.111,1.052,0,c,0,0,1,0,5.24
687,340,9.618,81.09,9.388,2,64.56,4,6,b,0,1,0,0,6.88
688,546,4.512,55.095,9.394,0,50.416,3.612,6,c,0,0,1,0,5.37
689,500,8.285,80.827,9.397,3,93.102,6.272,4,d,0,0,0,1,9.91
690,323,9.851,64.053,9.411,2,55.511,0.252,6,a,1,0,0,0,5.9
691,516,1.819,59.082,9.412,2,41.463,6.584,5,"b,a",1,1,0,0,4.41
692,0,0.072,80.179,9.414,0,29.878,2.231,6,"c,b",0,1,1,0,3.17
693,590,5.615,60.732,9.418,2,67.511,5.873,3,b,0,1,0,0,7.17
694,416,3.847,73.95748788,9.431,5,70.537,5.68,6,"d,c",0,0,1,1,7.48
695,569,6.883,80.6,9.438,5,110.226,5.327,2,"b,a,c,d",1,1,1,1,11.68
696,600,8.532,75.624,9.439,3,59.837,5.048,5,"b,d",0,1,0,1,6.34
697,385,10.118,75.806,9.465,3,103.327,3.025,4,"d,c,a",1,0,1,1,10.92
698,653,4.633,66.997,9.47,3,97.062,5.018,3,"b,c",0,1,1,0,10.25
699,7,3.62,80.43,9.473,0,32.752,3.533,5,"b,a,c",1,1,1,0,3.46
700,743,3.634,66.373,9.477,0,37.128,6.338,1,"a,c",1,0,1,0,3.92
701,527,6.858,63.495,9.478,3,69.4,1.499,1,"c,b",0,1,1,0,7.32
702,875,3.182,86.487,9.488,1,51.806,3.669,6,"b,a,c,d",1,1,1,1,5.46
703,347,5.513,65.351,9.49,0,64.422,2.543,2,"b,c",0,1,1,0,6.79
704,80,2.525,69.814,9.498,0,29.959,0.314,6,"d,b",0,1,0,1,3.15
705,118,4.486,65.958,9.499,2,66.253,1.296,2,c,0,0,1,0,6.97
706,933,6.703,84.339,9.504,0,44.235,5.221,2,d,0,0,0,1,4.65
707,42,10.453,67.036,9.523,4,102.207,6.182,4,"c,d",0,0,1,1,10.73
708,150,4.827,79.656,9.529,2,81.845,3.884,4,b,0,1,0,0,8.59
709,458,4.235,83.066,9.535,2,68.872,2.61,4,"c,b,d",0,1,1,1,7.22
710,428,9.434,52.133,9.54,1,84.861,3.975,0,"c,b,a",1,1,1,0,8.9
711,734,8.156,70.899,9.563,1,55.093,3.638,6,"d,a,c",1,0,1,1,5.76
712,550,1.963,72.115,9.564,2,35.764,6.931,6,d,0,0,0,1,3.74
713,305,6.396,74.262,9.565,1,44.64,2.641,5,"b,c,d",0,1,1,1,4.67
714,760,5.841,67.945,9.566,3,76.196,1.948,3,"c,b",0,1,1,0,7.97
715,819,2.398,80.672,9.572,4,77.122,0.244,3,"c,d,b",0,1,1,1,8.06
716,301,2.245,54.644,9.58,0,64.776,3.279,2,c,0,0,1,0,6.76
717,295,7.881,78.475,9.582,4,94.332,6.959,3,"a,d",1,0,0,1,9.84
718,173,10.334,69.205,9.588,2,119.293,4.447,2,d,0,0,0,1,12.44
719,26,6.602,56.941,9.59,2,71.716,2.233,0,"c,b",0,1,1,0,7.48
720,791,3.221,62.36,9.601,3,90.212,3.347,1,"c,b",0,1,1,0,9.4
721,438,11.667,63.52,9.622,4,110.11,2.34,2,"a,b,c",1,1,1,0,11.44
722,263,6.714,85.356,9.628,0,44.4,3.097,2,"a,d",1,0,0,1,4.61
723,838,9.365,75.097,9.633,0,37.306,3.267,6,"b,a,d,c",1,1,1,1,3.87
724,83,3.135,55.494,9.635,1,29.895,1.004,6,"c,a,b",1,1,1,0,3.1
725,649,7.434,78.456,9.636,3,98.125,3.406,2,"c,b,d",0,1,1,1,10.18
726,529,6.851,73.188,9.643,2,65.538,2.302,1,b,0,1,0,0,6.8
727,386,8.714,81.117,9.656,5,104.641,0.94,1,"d,b,a",1,1,0,1,10.84
728,333,4.968,68.927,9.665,2,68.254,2.305,0,"c,b,d,a",1,1,1,1,7.06
729,71,3.67,80.157,9.668,2,58.616,1.315,4,c,0,0,1,0,6.06
730,77,2.943,72.097,9.674,2,68.136,2.139,0,d,0,0,0,1,7.04
731,164,3.398,77.448,9.679,0,64.774,2.576,2,d,0,0,0,1,6.69
732,799,10.52,63.619,9.679,4,77.236,3.156,5,"a,b,c,d",1,1,1,1,7.98
733,1,5.413,58.359,9.681,2,53.416,1.81,6,"c,b",0,1,1,0,5.52
734,205,2.289,77.891,9.704,0,26.224,0.034,1,"c,a,b",1,1,1,0,2.7
735,4,2.617,87.658,9.706,1,49.768,2.91,6,c,0,0,1,0,5.13
736,935,7.014,70.758,9.716,0,42.683,3.694,6,"c,b",0,1,1,0,4.39
737,148,4.64,80.025,9.717,0,43.792,7.84,4,"c,b",0,1,1,0,4.51
738,830,12.22354593,73.95748788,9.719,0,27.918,1.584,2,"a,c",1,0,1,0,2.87
739,364,12.22354593,90.728,9.73,2,57.755,6.689,1,"b,a,c",1,1,1,0,5.94
740,162,5.272,77.125,9.742,3,77.775,5.601,2,"c,a",1,0,1,0,7.98
741,671,4.491,81.541,9.751,1,54.328,2.038,4,a,1,0,0,0,5.57
742,136,4.019,65.212,9.796,0,45.585,4.933,2,"b,d,a",1,1,0,1,4.65
743,341,5.215,84.746,9.799,1,65.846,3.309,3,"b,c,a,d",1,1,1,1,6.72
744,956,5.695,71.963,9.805,2,36.009,0.756,5,"c,b,a,d",1,1,1,1,3.67
745,880,4.17,81.742,9.809,1,74.992,3.655,0,a,1,0,0,0,7.65
746,954,6.567,94.647,9.84,1,77.322,4.432,3,b,0,1,0,0,7.86
747,845,3.678,67.052,9.848,4,92.168,1.673,4,"c,a",1,0,1,0,9.36
748,78,11.177,66.415,9.849,4,68.348,1.053,6,"c,a",1,0,1,0,6.94
749,81,12.22354593,87.825,9.867,0,13.183,0.494,6,"c,a,b",1,1,1,0,1.34
750,437,6.628,75.638,9.898,0,43.647,5.098,0,b,0,1,0,0,4.41
751,657,3.826,73.95748788,9.907,2,66.036,6.607,1,"d,b",0,1,0,1,6.67
752,312,12.22354593,73.67,9.928,4,100.215,6.923,0,d,0,0,0,1,10.09
753,197,5.159,68.41,9.938,3,64.586,5.421,5,c,0,0,1,0,6.5
754,813,8.751,74.129,9.946,2,94.089,5.238,3,"b,a",1,1,0,0,9.46
755,533,5.568,63.548,9.954,3,77.402,4.059,6,"b,c",0,1,1,0,7.78
756,264,4.49,68.274,9.971,1,78.114,3.975,0,"b,d,c,a",1,1,1,1,7.83
757,257,5.34,66.956,9.973,2,99.643,3.302,4,c,0,0,1,0,9.99
758,949,11.323,61.639,9.978,3,65.218,6.3,6,"d,a",1,0,0,1,6.54
759,254,10.86,66.16,9.989,4,81.418,3.107,6,"b,d,c,a",1,1,1,1,8.15
760,603,2.669,94.873,10.003,2,79.743,2.9,1,"c,a,d",1,0,1,1,7.97
761,705,4.09,76.999,10.006,3,68.654,1.216,2,"c,a",1,0,1,0,6.86
762,782,8.599,102.491,10.008,1,85.963,3.757,2,"a,c,b,d",1,1,1,1,8.59
763,814,12.22354593,70.418,10.009,4,99.13,7.306,1,"b,a,c,d",1,1,1,1,9.9
764,854,5.341,66.236,10.014,5,74.834,5.822,6,"c,b,d",0,1,1,1,7.47
765,780,6.538,77.068,10.015,0,33.027,7.951,2,c,0,0,1,0,3.3
766,545,12.22354593,66.94,10.018,2,47.698,8.269,1,"b,d,a",1,1,0,1,4.76
767,574,4.854,78.873,10.021,0,64.688,4.916,2,d,0,0,0,1,6.46
768,884,6.04,71.725,10.049,1,53.753,6.93,2,b,0,1,0,0,5.35
769,144,11.625,80.43,10.086,5,140.157,3.794,2,"c,b",0,1,1,0,13.9
770,331,9.006,65.802,10.086,4,102.107,1.021,4,b,0,1,0,0,10.12
771,465,1.964,67.294,10.096,2,84.766,2.924,4,b,0,1,0,0,8.4
772,376,6.194,61.334,10.106,5,74.672,1.789,6,"b,d,c",0,1,1,1,7.39
773,133,9.645,81.796,10.121,2,111.371,4.055,1,"d,a",1,0,0,1,11
774,137,12.859,63.808,10.124,2,86.383,2.257,3,"d,b",0,1,0,1,8.53
775,763,8.61,89.126,10.131,1,96.164,4.484,3,c,0,0,1,0,9.49
776,964,6.667,63.774,10.14,2,95.717,2.448,1,"a,d,b",1,1,0,1,9.44
777,966,12.22354593,90.497,10.149,2,68.426,1.976,2,"c,b",0,1,1,0,6.74
778,363,5.749,83.148,10.161,3,91.885,2.131,4,"b,a,c",1,1,1,0,9.04
779,587,5.73,68.306,10.161,0,25.241,0.965,6,a,1,0,0,0,2.48
780,271,5.049,81.011,10.162,0,35.808,0.651,4,"c,d",0,0,1,1,3.52
781,337,10.513,66.13,10.172,2,106.113,1.825,4,a,1,0,0,0,10.43
782,25,8.684,57.248,10.176,1,36.008,0.014,3,"b,a,c",1,1,1,0,3.54
783,409,3.605,62.191,10.178,1,47.608,3.066,6,"b,d",0,1,0,1,4.68
784,936,12.22354593,67.538,10.195,2,90.752,4.05,2,b,0,1,0,0,8.9
785,563,3.371,65.976,10.197,3,80.733,1.78,3,d,0,0,0,1,7.92
786,605,6.084,70.801,10.207,1,69.49,3.103,4,c,0,0,1,0,6.81
787,510,6.281,78.856,10.208,3,96.181,3.191,3,a,1,0,0,0,9.42
788,306,6.469,77.162,10.21,0,40.285,3.112,6,"b,c",0,1,1,0,3.95
789,129,4.835,75.773,10.219,0,34.847,1.66,6,"b,d,c,a",1,1,1,1,3.41
790,382,7.427,75.736,10.222,3,92.111,0.764,2,"c,b",0,1,1,0,9.01
791,371,5.404,81.652,10.223,1,45.064,4.825,5,"b,d,a,c",1,1,1,1,4.41
792,575,5.802,80.554,10.231,3,68.841,7.339,3,"c,d,a,b",1,1,1,1,6.73
793,668,9.339,74.686,10.233,4,86.466,4.04,6,"d,c",0,0,1,1,8.45
794,784,8.313,81.418,10.259,4,100.985,0.821,4,c,0,0,1,0,9.84
795,823,7.419,77.465,10.269,4,63.981,0.568,6,c,0,0,1,0,6.23
796,698,4.152,87.314,10.277,1,49.595,7.019,2,a,1,0,0,0,4.83
797,661,10.018,79.203,10.281,4,62.423,0.353,6,"a,b",1,1,0,0,6.07
798,365,7.474,64.072,10.29,5,79.934,2.869,6,"b,c,a,d",1,1,1,1,7.77
799,239,8.899,83.001,10.3,2,71.446,6.443,0,"a,c,b,d",1,1,1,1,6.94
800,187,12.797,81.108,10.306,5,92.937,3.78,6,"c,d",0,0,1,1,9.02
801,558,10.287,75.498,10.322,3,108.961,5.515,1,"d,b,c,a",1,1,1,1,10.56
802,100,7.817,85.297,10.331,0,23.495,7.551,6,"d,b,c,a",1,1,1,1,2.27
803,916,7.514,99.142,10.335,4,129.108,3.345,1,"b,d",0,1,0,1,12.49
804,138,7.838,62.908,10.336,0,54.777,2.432,4,"b,c",0,1,1,0,5.3
805,280,0.537,72.863,10.349,1,48.787,0.824,1,"c,d,a",1,0,1,1,4.71
806,532,4.179,95.403,10.354,1,92.065,4.045,4,"b,c",0,1,1,0,8.89
807,666,7.854,75.75,10.372,3,64.733,2.231,6,"d,b,c",0,1,1,1,6.24
808,275,2.778,71.524,10.4,0,69.606,3.747,3,"c,b,a",1,1,1,0,6.69
809,367,2.131,84.936,10.403,0,29.671,0.328,2,b,0,1,0,0,2.85
810,85,12.22354593,55.074,10.41,4,119.564,2.638,3,"c,a,b",1,1,1,0,11.49
811,126,7.718,85.706,10.41,2,72.733,3.403,6,"c,b,a",1,1,1,0,6.99
812,857,4.216,72.42,10.412,0,75.061,3.372,2,"c,b,a",1,1,1,0,7.21
813,731,11.2,78.38,10.418,5,90.695,4.925,6,d,0,0,0,1,8.71
814,57,6.187,89.391,10.434,4,88.671,4.346,6,a,1,0,0,0,8.5
815,102,2.49,83.507,10.451,1,80.411,3.474,2,"c,b,a",1,1,1,0,7.69
816,611,7.038,65.56,10.467,1,66.237,2.812,3,"b,c,a,d",1,1,1,1,6.33
817,815,5.089,58.062,10.496,0,74.895,2.957,1,"c,d",0,0,1,1,7.14
818,116,7.429,69.749,10.497,0,19.15,1.728,6,"c,b",0,1,1,0,1.82
819,383,6.547,90.496,10.5,3,90.571,2.604,1,"c,a",1,0,1,0,8.63
820,811,6.432,71.218,10.513,2,58.407,0.715,2,"a,b,c",1,1,1,0,5.56
821,770,3.622,77.011,10.513,0,74.108,4.727,2,c,0,0,1,0,7.05
822,715,7.203,57.88,10.52,0,46.674,8.256,2,"b,c",0,1,1,0,4.44
823,291,11.177,90.736,10.521,4,112.31,1.869,4,d,0,0,0,1,10.67
824,373,4.29,76.536,10.523,3,59.405,0.117,2,c,0,0,1,0,5.65
825,539,6.819,75.707,10.527,0,29.191,5.855,6,b,0,1,0,0,2.77
826,54,7.075,89.104,10.577,2,60.381,1.619,6,"a,c,d",1,0,1,1,5.71
827,478,5.717,91.267,10.587,2,83.059,2.957,4,b,0,1,0,0,7.85
828,217,7.031,74.157,10.593,2,82.919,1.725,1,"d,a,b,c",1,1,1,1,7.83
829,408,8.499,70.584,10.61,1,60.29,3.12,6,a,1,0,0,0,5.68
830,840,2.961,79.698,10.628,1,73.44,3.126,1,"c,a",1,0,1,0,6.91
831,422,1.658,93.502,10.632,2,59.871,1.016,3,"d,c,b,a",1,1,1,1,5.63
832,240,4.539,77.343,10.655,0,35.683,4.459,6,"c,a,d",1,0,1,1,3.35
833,987,5.196,59.482,10.657,0,38.853,6.622,3,"a,c,b",1,1,1,0,3.65
834,318,2.804,69.645,10.658,0,41.876,2.195,6,"c,b,a",1,1,1,0,3.93
835,930,12.22354593,81.266,10.663,0,62.687,5.206,2,"c,d,a",1,0,1,1,5.88
836,394,12.22354593,81.337,10.674,1,53.778,3.746,6,"c,a",1,0,1,0,5.04
837,294,9.194,93.316,10.684,5,117.117,6.794,1,"a,c,b",1,1,1,0,10.96
838,469,3.051,73.963,10.724,3,92.289,5.321,3,b,0,1,0,0,8.61
839,474,7.645,82.447,10.73,0,46.867,6.601,2,"b,d",0,1,0,1,4.37
840,208,1.827,72.793,10.752,3,73.822,1.096,2,"d,b,c,a",1,1,1,1,6.87
841,464,12.254,69.971,10.755,3,75.168,9.096,4,b,0,1,0,0,6.99
842,105,6.13,82.559,10.787,1,48.638,1.106,2,"c,b,d,a",1,1,1,1,4.51
843,179,3.043,75.704,10.79,0,78.623,4.722,2,c,0,0,1,0,7.29
844,754,5.444,86.768,10.805,2,61.33,7.006,0,c,0,0,1,0,5.68
845,269,4.67,85.214,10.82,2,59.254,2.849,6,"b,d",0,1,0,1,5.48
846,449,12.22354593,64.314,10.825,4,99.58,0.387,4,"a,d,c,b",1,1,1,1,9.2
847,461,2.392,75.588,10.831,1,86.776,4.145,2,b,0,1,0,0,8.01
848,548,3.402,69.202,10.832,0,32.116,6.005,6,"b,c",0,1,1,0,2.96
849,553,7.596,68.127,10.846,0,27.002,1.02,6,"b,c",0,1,1,0,2.49
850,228,11.592,82.158,10.848,3,118.968,3.127,4,"a,b,c",1,1,1,0,10.97
851,313,5.35,88.698,10.869,1,81.477,3.718,0,"b,a,d",1,1,0,1,7.5
852,211,3.85,73.95748788,10.874,0,68.01,4.145,2,c,0,0,1,0,6.25
853,200,1.564,85.594,10.893,0,48.827,4.899,6,"c,b,d,a",1,1,1,1,4.48
854,160,7.825,82.279,10.899,3,105.835,1.988,4,"c,b,d",0,1,1,1,9.71
855,519,4.154,77.532,10.908,1,41.422,7.715,2,"b,c",0,1,1,0,3.8
856,732,7.97,79.215,10.916,3,116.891,2.447,2,"d,b",0,1,0,1,10.71
857,781,3.148,85.464,10.939,1,41.022,1.263,5,"a,b,c",1,1,1,0,3.75
858,742,6.055,80.986,10.94,3,74.108,5.402,6,d,0,0,0,1,6.77
859,827,5.965,70.131,10.941,3,97.313,5.148,4,b,0,1,0,0,8.89
860,514,5.056,65.479,10.949,0,50.405,4.053,5,"d,b",0,1,0,1,4.6
861,485,10.91,62.531,10.959,1,63.027,5.123,6,"d,c",0,0,1,1,5.75
862,670,6.64,89.257,10.971,2,52.865,6.253,6,"a,d",1,0,0,1,4.82
863,549,7.839,78.049,10.985,1,39.72,1.097,6,"b,a",1,1,0,0,3.62
864,658,4.624,78.676,11.007,1,42.252,0.234,2,"b,c,d",0,1,1,1,3.84
865,27,12.22354593,73.95748788,11.008,0,33.722,0.661,6,b,0,1,0,0,3.06
866,220,8.067,77.034,11.013,0,34.412,6.807,2,c,0,0,1,0,3.12
867,910,9.391,76.308,11.022,4,103.719,0.534,4,"a,d",1,0,0,1,9.41
868,242,7.513,77.454,11.039,2,87.36,3.145,2,"b,c",0,1,1,0,7.91
869,496,3.986,73.95748788,11.082,3,40.712,8.006,6,c,0,0,1,0,3.67
870,690,4.134,53.788,11.088,3,92.88,5.627,4,"b,d,c,a",1,1,1,1,8.38
871,526,6.966,75.102,11.106,4,111.481,7.095,2,"d,a",1,0,0,1,10.04
872,633,5.177,88.735,11.153,2,79.968,2.675,1,"b,c,d,a",1,1,1,1,7.17
873,697,10.975,64.604,11.153,3,75.379,1.965,6,"b,d,a",1,1,0,1,6.76
874,66,8.957,67.483,11.17,3,110.115,5.473,4,"b,d",0,1,0,1,9.86
875,946,2.474,89.715,11.206,0,77.394,3.892,4,"d,c,b,a",1,1,1,1,6.91
876,626,6.791,82.768,11.225,1,91.241,3.315,4,c,0,0,1,0,8.13
877,410,4.915,59.219,11.242,3,67.507,5.182,6,"c,b",0,1,1,0,6
878,34,4.724,80.633,11.261,2,37.456,0.071,5,b,0,1,0,0,3.33
879,490,6.98,82.727,11.264,5,101.09,3.5,6,"d,c,b",0,1,1,1,8.97
880,43,6.4,89.034,11.265,0,39.543,5.921,5,"a,b,d",1,1,0,1,3.51
881,776,5.053,76.131,11.285,2,65.078,4.306,6,"b,d",0,1,0,1,5.77
882,646,8.183,81.743,11.287,3,116.495,2.636,4,"c,d",0,0,1,1,10.32
883,434,13.832,85.961,11.295,4,140.702,3.091,4,"a,d,c,b",1,1,1,1,12.46
884,352,7.627,74.674,11.326,4,97.504,4.271,6,"b,d,a,c",1,1,1,1,8.61
885,21,4.554,76.234,11.369,2,65.677,5.019,5,b,0,1,0,0,5.78
886,866,12.22354593,74.62,11.41,1,70.897,1.997,4,"b,a,d",1,1,0,1,6.21
887,414,7.36,73.95748788,11.437,3,85.552,1.451,2,"c,b",0,1,1,0,7.48
888,696,1.339,79.693,11.448,3,106.153,2.879,1,d,0,0,0,1,9.27
889,38,8.23,94.747,11.455,2,90.759,2.934,2,"b,c",0,1,1,0,7.92
890,372,6.3,78.443,11.465,4,139.425,4.047,2,"c,b",0,1,1,0,12.16
891,94,9.499,94.025,11.47,1,89.654,6.606,4,a,1,0,0,0,7.82
892,204,3.677,78.561,11.493,3,109.148,4.98,0,c,0,0,1,0,9.5
893,468,6.329,79.983,11.535,1,74.227,2.959,4,"d,b",0,1,0,1,6.43
894,47,0.842,95.522,11.565,2,64.675,0.644,3,c,0,0,1,0,5.59
895,773,10.07,67.905,11.567,4,104.343,2.339,6,a,1,0,0,0,9.02
896,614,6.379,94.132,11.571,5,98.673,2.891,6,"c,b",0,1,1,0,8.53
897,677,4.194,75.211,11.573,1,44.511,2.054,5,"b,d",0,1,0,1,3.85
898,556,7.81,85.841,11.606,0,54.161,3.691,6,b,0,1,0,0,4.67
899,454,9.524,73.999,11.618,5,98.047,2.574,6,b,0,1,0,0,8.44
900,183,3.349,80.288,11.645,3,74.955,3.569,5,"b,d,c",0,1,1,1,6.44
901,266,1.713,65.983,11.689,0,88.559,4.839,4,"c,b,d,a",1,1,1,1,7.58
902,992,4.747,78.661,11.705,2,75.17,3.337,5,"c,b,d,a",1,1,1,1,6.42
903,975,5.776,89.597,11.709,1,58.709,0.173,4,"d,b,a,c",1,1,1,1,5.01
904,95,7.285,73.5,11.715,0,55.321,5.119,4,"c,b",0,1,1,0,4.72
905,175,7.355,93.268,11.722,0,51.758,0.235,2,b,0,1,0,0,4.42
906,787,8.371,75.371,11.728,2,78.37,4.903,6,"c,d,a,b",1,1,1,1,6.68
907,929,5.703,75.593,11.754,1,55.356,2.416,6,c,0,0,1,0,4.71
908,640,2.826,68.694,11.758,0,62.034,6.318,2,d,0,0,0,1,5.28
909,402,3.989,73.95748788,11.787,0,53.008,2.922,6,"d,c,a",1,0,1,1,4.5
910,530,12.572,79.106,11.819,5,89.488,1.337,5,a,1,0,0,0,7.57
911,926,5.415,69.707,11.838,3,52.47,0.904,6,b,0,1,0,0,4.43
912,110,4.778,76.886,11.852,3,60.004,1.716,6,"c,a,d,b",1,1,1,1,5.06
913,860,2.791,58.12,11.859,2,85.509,5.264,4,"d,a,b",1,1,0,1,7.21
914,392,12.22354593,58.218,11.859,4,103.673,4.005,6,"c,b,a",1,1,1,0,8.74
915,948,6.201,82.418,11.87,0,72.788,6.174,4,c,0,0,1,0,6.13
916,457,1.238,77.231,11.888,1,54.315,1.106,4,"c,a",1,0,1,0,4.57
917,289,3.331,84.419,11.892,1,75.72,5.264,4,b,0,1,0,0,6.37
918,431,8.148,68.797,11.893,3,83.083,0.05,4,"d,c",0,0,1,1,6.99
919,16,3.986,70.084,11.912,0,57.42,1.791,3,"d,b,c,a",1,1,1,1,4.82
920,894,12.22354593,50.236,11.924,0,42.604,6.359,5,"b,c",0,1,1,0,3.57
921,145,6.208,64.927,11.962,3,65.725,0.98,5,b,0,1,0,0,5.49
922,829,6.294,58.319,11.979,3,114.561,4.836,4,"c,d,a",1,0,1,1,9.56
923,647,4.964,66.685,11.985,1,57.708,3.03,6,"b,c,a,d",1,1,1,1,4.82
924,24,8.759,83.758,11.988,3,98.518,2.442,4,c,0,0,1,0,8.22
